,id,name,sponsor,event,venue,place,physical_description,occasion,notes,call_number,keywords,language,date,location,location_type,currency,currency_symbol,status,page_count,dish_count,size
9480,26937,,Der Kafig,,STEAMSHIP,Der Kafig,Folder; plastic sleeves with paper insert; 9 x 12 inches,,Dieter Zander Collection; beverages and bill of fare.,Zander 299 undated,,,,Der Kafig,,Deutsche Marks,DM,complete,4,143,9.0 x 12.0
9481,26938,,Franziskaner,,RESTAURANT,Franziskaner,Folder; 8.25 x 11.75 inches,,Dieter Zander Collection; bill of fare; back is an advertisement for Hotel Mark.,Zander 300,,,1961-05-07,Franziskaner,,Deutsche Marks,DM,complete,4,275,8.25 x 11.75
9482,26939,,Franziskaner,,RESTAURANT,Franziskaner,Tri-fold; 8.5 x 13 inches folded,,Dieter Zander Collection; owner: O.W. Goebel; includes one paper insert.,Zander 301 undated,,,,Franziskaner,,Deutsche Marks,DM,complete,7,158,8.5 x 13.0
9483,26940,,Franziskaner,,RESTAURANT,Franziskaner,Folder; 8 x 11.75 inches; laminated,,Dieter Zander Collection; owner: O.W. Goebel; includes one paper insert.,Zander 302,,,,Franziskaner,,Deutsche Marks,DM,complete,5,145,8.0 x 11.75
9484,26941,,Steak House zum Franziskaner,,RESTAURANT,Steak House zum Franziskaner,Tri-fold; 8.5 x 12 inches folded; laminated,,Dieter Zander Collection.,Zander 303,,,1973-01-01,Steak House Zum Franziskaner,,Deutsche Marks,DM,complete,6,173,8.5 x 12.0
9485,26942,,Schwarzwalders Natur Weinhaus,,RESTAURANT,Schwarzwalders Natur Weinhaus,Folder; 7 x 15.5 inches,,Dieter Zander Collection.,Zander 319,,,,Schwarzwalders Natur Weinhaus,,Deutsche Marks,DM,complete,3,221,7.0 x 15.5
9486,26943,,Schwarzwalders Natur Weinhaus,,RESTAURANT,Schwarzwalders Natur Weinhaus,Folder; 7 x 15.5 inches,,Dieter Zander Collection.,Zander 320,,,1970-09-25,Schwarzwalders Natur Weinhaus,,Deutsche Marks,DM,complete,3,201,7.0 x 15.5
9487,26944,,Sprungli,,RESTAURANT,Sprungli,Folder; 4.5 x 8.75 inches,,Dieter Zander Collection.,Zander 323,,,1966-06-24,Sprungli,,Swiss Francs,Fr,complete,13,208,4.5 x 8.75
9488,26945,,Wilder Mann Ruckersdorf,,"HOTEL,RESTAURANT",Wilder Mann Ruckersdorf,Tri-fold; 6.25 x 12.5 inches,,Dieter Zander Collection.,Zander 325 undated,,,2012-12-04,Wilder Mann Ruckersdorf,,Deutsche Marks,DM,complete,6,186,6.25 x 12.5
9489,26946,,Hotel Kurhaus,Lunch,"HOTEL,RESTAURANT",Restaurant La Corvette,Card; 6.25 x 9.5 inches,,Dieter Zander Collection.,Zander 333,,,1965-09-19,Hotel Kurhaus,,Swiss Francs,Fr,complete,1,1,6.25 x 9.5
9490,26947,,Hotel Kurhaus,,"HOTEL,RESTAURANT",Restaurant La Corvette,Folder; 9.25 x 12.25 inches,,Dieter Zander Collection; there is a slot for an insert but the insert is missing.,Zander 334,,,1965-09-16,Hotel Kurhaus,,Dutch Guilders,f,complete,4,60,9.25 x 12.25
9491,26948,,InterCityHotel,,HOTEL,InnerCityHotel,Booklet; 8.5 x 11.5 inches,,Dieter Zander Collection; wine and drink menu.,Zander 336 undated,,,1983-01-01,Intercityhotel,,Deutsche Marks,DM,complete,12,207,8.5 x 11.5
9492,26949,,InterCityHotel,,"HOTEL,RESTAURANT",Max-Eyth Stube,Tri-fold; 8.25 x 11.75 inches folded; rounded at top,,Dieter Zander Collection; includes an insert with the day's specials; inside is a map of western Germany.,Zander 337,,,1982-10-01,Intercityhotel,,Deutsche Marks,DM,complete,7,166,8.25 x 11.75
9493,26950,,Landliche Hotel,,"HOTEL,RESTAURANT",Watzenhof,Booklet; 9.25 x 13 inches,,Dieter Zander Collection.,Zander 338 undated,,,,Landliche Hotel,,,,complete,8,47,9.25 x 13.0
9494,26951,,Die Ente vom Lehel,,RESTAURANT,Die Ente vom Lehel,Folder; 10.5 x 14 inches,,Dieter Zander Collection; cover artwork depicts ducks in a pond.,Zander 339 undated,,,,Die Ente Vom Lehel,,Deutsche Marks,DM,complete,4,42,10.5 x 14.0
9495,26952,,Die Pfanne,,RESTAURANT,Die Pfanne,Booklet; 7.5 x 14 inches,,Dieter Zander Collection; wine and drink menu only.,Zander 340 undated,,,,Die Pfanne,,Deutsche Marks,DM,complete,15,123,7.5 x 14.0
9496,26953,,Helmuth Reisshaur,,RESTAURANT,Helmuth Reisshaur,Paper; 9.5 x 14 inches,,Dieter Zander Collection.,Zander 341,,,1958-05-19,Helmuth Reisshaur,,Deutsche Marks,DM,complete,1,40,9.5 x 14.0
9497,26954,,Romantik Hotel Rose,,"HOTEL,RESTAURANT",Romantik Hotel Rose,Folder; 9.25 x 12 inches,,Dieter Zander Collection; includes a small dessert menu booklet.,Zander 348 undated,,,,Romantik Hotel Rose,,Deutsche Marks,DM,complete,7,34,9.25 x 12.0
9498,26955,,Atles Gasthaus Leve,,RESTAURANT,Atles Gasthaus Leve,Folder; 6 x 8.25 inches,,Dieter Zander Collection.,Zander 349 undated,,,,Atles Gasthaus Leve,,Deutsche Marks,DM,complete,4,93,6.0 x 8.25
9499,26956,,Ambassador Snack,,RESTAURANT,Ambassador Snack,Booklet; 8.5 x 12 inches,,Dieter Zander Collection; cover photograph is a lobster and other seafood.,Zander 350 undated,,,1971-10-22,Ambassador Snack,,Deutsche Marks,DM,complete,5,99,8.5 x 12.0
9500,26957,,"Cafe ""Alte Bastion""",,RESTAURANT,"Cafe ""Alte Bastion""",Card; 12 x 8.5 inches; laminated,,Dieter Zander Collection; owner: B. & U. Kullenberg.,Zander 351 undated,,,,"Cafe ""Alte Bastion""",,Deutsche Marks,DM,complete,2,57,12.0 x 8.5
9501,26958,,Hotel Bachmair,,HOTEL,Hotel Bachmair,Booklet; 7.25 x 11.5 inches,,Dieter Zander Collection; wine menu only; cover artwork by L. Quaglio.,Zander 356 undated,,,,Hotel Bachmair,,Deutsche Marks,DM,complete,18,158,7.25 x 11.5
9502,26959,,Hotel Restaurant Schutzer Hof,,"HOTEL,RESTAURANT",Hotel Restaurant Schutzer Hof,Folder; 8.25 x 11.75 inches,,Dieter Zander Collection.,Zander 358 undated,,,,Hotel Restaurant Schutzer Hof,,Deutsche Marks,DM,complete,3,15,8.25 x 11.75
9503,26960,,Humplmayr Grill,,RESTAURANT,Humplmayr Grill,Card; 12.75 x 19 inches,,Dieter Zander Collection.,Zander 360,,,1955-06-10,Humplmayr Grill,,Deutsche Marks,DM,complete,1,103,12.75 x 19.0
9504,26961,,Houlihan's,,RESTAURANT,Houlihan's,Broadside; 8.5 x 13.75 inches,,Dieter Zander Collection; fall-winter menu; menu cover?; no food items listed; portrait of a woman holding fruit.,Zander 531 undated,,,,Houlihan's,,,,complete,1,0,8.5 x 13.75
9505,26962,,Houlihan's,,RESTAURANT,Houlihan's,Broadside; 8.5 x 13.75 inches,,Dieter Zander Collection; spring-summer menu; menu cover?; no food items listed; portrait of a woman holding flowers.,Zander 532 undated,,,,Houlihan's,,,,complete,1,0,8.5 x 13.75
9506,26963,,Le Bernardin,,RESTAURANT,Le Bernardin,"2 pieces; folder, 11 x 16 inches, gold; folder; 10.75 x 15.5 inches",,Dieter Zander Collection; Maguy et Gilbert Le Coze.,Zander 538 undated,,,,Le Bernardin,,Dollars,$,complete,2,44,2.0
9507,26964,,National Gallery of Art,Dinner,,,Card; 4.5 x 5.75 inches,,Dieter Zander Collection; National Gallery of Art seal in gold.,Zander 543,,,1996-09-25,National Gallery Of Art,,,,complete,1,10,4.5 x 5.75
9508,26965,,The Cooperage,Lunch,RESTAURANT,The Cooperage,Broadside; placemat; 15.25 x 10.25 inches,,Dieter Zander Collection; steaks and spirits; 1 of 3.,Zander 546 undated,,,,The Cooperage,,Dollars,$,complete,1,10,15.25 x 10.25
9509,26966,,Three Thirty Three,,RESTAURANT,Three Thirty Three,Folder; 9 x 16 inches,,"Dieter Zander Collection; cover painting entitled ""Lake in Our Sky""; daily specials on a purple paper insert.",Zander 548,,,1987-09-02,Three Thirty Three,,Dollars,$,complete,3,54,9.0 x 16.0
9510,26968,,Unknown,,,Unknown,Paper; 7.5 x 11 inches,,Dieter Zander Collection; menu lists special courses of the day; possibly an insert for another menu.,Zander 379,,,1958-04-29,Unknown,,Deutsche Marks,DM,complete,1,30,7.5 x 11.0
9511,26969,,Allard,,RESTAURANT,Allard,Paper; 8.25 x 10.5 inches,,Dieter Zander Collection.,Zander 569,,,,Allard,,Francs,FF,complete,1,43,8.25 x 10.5
9512,26970,,Allard,,RESTAURANT,Allard; 41 Rue Saint Andre des Arts,Paper; 9 x 12.5 inches,,Dieter Zander Collection.,Zander 570,,,,Allard,,Francs,FF,complete,1,51,9.0 x 12.5
9513,26971,,Allard,,RESTAURANT,Allard; 41 Rue Saint Andre des Arts,Paper; 8.75 x 12.5 inches,,Dieter Zander Collection.,Zander 571,,,,Allard,,Francs,FF,complete,1,50,8.75 x 12.5
9514,26972,,Yankee Pedlar Inn,Midday fare,"HOTEL,RESTAURANT",Yankee Pedlar Inn,Card; 9 x 14 inches,,Dieter Zander Collection.,Zander 392,,,,Yankee Pedlar Inn,,Dollars,$,complete,1,39,9.0 x 14.0
9515,26973,,Au Grand Comptoir,,,Au Grand Comptoir,Broadside; 11 x 15 inches,,Dieter Zander Collection.,Zander 574,,,1962-05-11,Au Grand Comptoir,,Francs,FF,complete,1,62,11.0 x 15.0
9516,26974,,Hotel-Restaurant du Mont-Blanc,Daily,"FOREIGN,HOTEL,RESTAURANT",Hotel-Restaurant du Mont-Blanc,Broadside; 8.5 x 12 inches,,Dieter Zander Collection; includes supplementary and specials menu,Zander 604,,,1964-08-01,Hotel Restaurant Du Mont Blanc,,Swiss Francs,Fr,complete,1,52,8.5 x 12.0
9517,26975,,Josephine Chez Dumonet,Daily,"FOREIGN,RESTAURANT",Josephine Chez Dumonet,Broadside; 10.75 x 15.5 inches,,Dieter Zander Collection,Zander 606,,,,Josephine Chez Dumonet,,Francs,FF,complete,1,49,10.75 x 15.5
9518,26980,,Laperouse,,"FOREIGN,RESTAURANT","restaurant Laperouse, 51 Quai des Grands-Augustins, France","Broadside, paper, 10.5 x 14 inches",,Dieter Zander Collection,Zander 620 ,,,,Laperouse,,Francs,FF,complete,1,54,10.5 x 14.0
9519,26981,,Kunstnernes Restaurant Blom,,RESTAURANT,Kunstnernes Restaurant Blom,Plastic sleeve with paper insert; 12.75 x 17 inches,,Dieter Zander Collection; back shows coats of arms of members of the Society of Artists.,Zander 110 undated,,,,Kunstnernes Restaurant Blom,,Norwegian kroner,kr.,complete,3,113,12.75 x 17.0
9520,26983,,Oscar's Salt of the Sea,Dinner,RESTAURANT,Oscar's Salt of the Sea; 1155 Third Avenue,Folder; 12 x 16 inches,,Dieter Zander Collection.,Zander 460,,,,Oscar's Salt Of The Sea,,Dollars,$,complete,3,174,12.0 x 16.0
9521,26985,,Le Coq de La Maison Blance,Daily,"FOREIGN,RESTAURANT",Le Coq de La Maison Blanche,Broadside; 9 x 13 inches,,Dieter Zander Collection,Zander 626,,,,Le Coq De La Maison Blance,,Francs,FF,complete,1,29,9.0 x 13.0
9522,26987,,The Box Tree,Dinner,RESTAURANT,The Box Tree; 250 East 49th Street,Broadside; card; 9.25 x 12.25 inches,,Dieter Zander Collection.,Zander 482 undated,,,,The Box Tree,,,,complete,1,33,9.25 x 12.25
9523,26988,,The Helmsley Palace,Breakfast,HOTEL,The Hunt Room,Booklet; 7.5 x 10 inches; gold cord,,Dieter Zander Collection; cover is decorated with a fox and horn.,Zander 484 undated,,,,The Helmsley Palace,,Dollars,$,complete,6,54,7.5 x 10.0
9524,26989,,Le Vieux Galion,Dinner menu,"FOREIGN,RESTAURANT","restaurant, Le Vieux Galion, France","Placemat, cloth, 18.75 x 14.5 inches",,"Dieter Zander Collection; prices, changes and deletions are handwritten; illustration of a ship in center of placemat",Zander 641,,,,Le Vieux Galion,,Francs,FF,complete,1,50,18.75 x 14.5
9525,26990,,Marius et Janette,Daily menu,"FOREIGN,RESTAURANT","restaurant, Marius et Janette, 4 Avenue George V, France","Broadside, paper, 12.5 x 16 inches",,Dieter Zander Collection; colored illustration; menu items and prices are handwritten,Zander 644,,,,Marius Et Janette,,Francs,FF,complete,1,85,12.5 x 16.0
9526,26991,,Ramponneau,Daily menu,"FOREIGN,RESTAURANT","restaurant, Ramponneau, 21 Avenue Marceau, France","Broadside, paper, 10.75 x 15.75 inches",,Dieter Zander Collection; menu items are handwritten,Zander 648,,,,Ramponneau,,Francs,FF,complete,1,82,10.75 x 15.75
9527,26993,,The King of the Sea,,RESTAURANT,The King of the Sea; 879 Third Avenue,Folder; 12.25 x 16 inches,,Dieter Zander Collection.,Zander 485 undated,,,,The King Of The Sea,,Dollars,$,complete,5,415,12.25 x 16.0
9528,26994,,Yale Club of New York,Lunch,,Yale Club of New York,Folder; 9.5 x 12.75 inches,,Dieter Zander Collection.,Zander 488,,,1979-10-29,Yale Club Of New York,,Dollars,$,complete,2,138,9.5 x 12.75
9529,26995,,Camelback Inn,Breakfast,HOTEL,The Eye Opener,Card; 7 x 11 inches,,Dieter Zander Collection; regional birds depicted on menu.,Zander 494,,,1966-01-01,Camelback Inn,,,,complete,1,48,7.0 x 11.0
9530,26996,,Emily Shaw's Inn,,RESTAURANT,Emily Shaw's Inn,Booklet; 9.75 x 13 inches,,Dieter Zander Collection; last page is a short history of the inn.,Zander 495 undated,,,,Emily Shaw's Inn,,Dollars,$,complete,5,63,9.75 x 13.0
9531,26997,,Anthony's Fish Grottos,,RESTAURANT,Anthony's Fish Grottos,"2 pieces; folder, 9.5 x 13 inches; pamphlet, 3.75 x 9 inches",,Dieter Zander Collection; description/history of the restaurant.,Zander 496 undated,,,,Anthony's Fish Grottos,,Dollars,$,complete,6,184,2.0
9532,26998,,Camelback Inn,Breakfast,HOTEL,The Eye Opener,Card; 7 x 11 inches,,Dieter Zander Collection; regional birds depicted on menu.,Zander 493,,,1965-03-01,Camelback Inn,,,,complete,1,49,7.0 x 11.0
9533,26999,,Hotel del Coronado,Dinner,HOTEL,Hotel del Coronado,Folder; 9.5 x 12.5 inches; gold cord,,Dieter Zander Collection.,Zander 497,,,1967-09-19,Hotel Del Coronado,,Dollars,$,complete,4,65,9.5 x 12.5
9534,27000,,Restaurant (Le Pavillon du Lac) du Parc Montsouris Le Jardin de la Paresse,,"FOREIGN,RESTAURANT","Restaurant (Le Pavillon du Lac) du Parc Montsouris Le Jardin de la Paresse, 20 rue Gazan, France","Folder, paper inside plastic cover, 9.5 x 13.5 inches",,"Dieter Zander Collection; illustration on front cover indicates restaurant opened in 1919; poem on back cover by poet, Jacques Prevert",Zander 651 c. 2,,,1980-05-01,Restaurant (Le Pavillon Du Lac) Du Parc Montsouris Le Jardin De La Paresse,,Francs,FF,complete,4,30,9.5 x 13.5
9535,27001,,Restaurant des Artistes,,"FOREIGN,RESTAURANT","Restaurant des Artistes, Rue Lepic, France","Broadside, paper, 10.5 x 14.5 inches",,Dieter Zander Collection; sketched illustration appears at top of menu; menu is handwritten,Zander 653,,,,Restaurant Des Artistes,,Francs,FF,complete,1,26,10.5 x 14.5
9536,27002,,Restaurant Lucas Carton,Lunch menu,"FOREIGN,RESTAURANT","Restaurant Lucas Carton, 9 Place de la Madeleine, France","Broadside, paper, 11.75 x 16.5 inches",,Dieter Zander Collection; sketched illustration at top of broadside,Zander 657,,,,Restaurant Lucas Carton,,Francs,FF,complete,1,103,11.75 x 16.5
9537,27003,,Rotisserie Perigourdine,Daily menu,"FOREIGN,RESTAURANT","restaurant, Rotisserie Perigourdine, 2 Place Saint-Michel, France","Broadside, paper, 19.25 x 14.75 inches",,Dieter Zander Collection; illustration on broadside signed by artist; two specials of the day crossed out in pen,Zander 660,,,,Rotisserie Perigourdine,,Francs,FF,complete,1,105,19.25 x 14.75
9538,27004,,Taillevent,,"FOREIGN,RESTAURANT","restaurant Taillevent, France","Folder, paper, 19.5 x 12.25 inches",,Dieter Zander Collection; menu items begin on front cover; extensive wine and champagne list inside folder; dessert list on back cover,Zander 661,,,1977-02-02,Taillevent,,Francs,FF,complete,3,420,19.5 x 12.25
9539,27005,,Vivarois,,"FOREIGN,RESTAURANT","restaurant, Vivarois, 192 Avenue Victor Hugo, France","Folder, paper, 18.25 x 10.5 inches",,Dieter Zander Collection; several menu item descriptions and prices altered with pasted strips of paper and handwritten changes; Claude Peyrot named restauranteur on back cover,Zander 662,,,,Vivarois,,Francs,FF,complete,4,28,18.25 x 10.5
9540,27006,,La Medina ,Dinner menu,"FOREIGN,RESTAURANT","La Medina Restaurant 13, Bis Derb El Hammam Guerniz",Broadside 8x10 1/2 Inches; Laminated menu,,Dieter Zander Collection; Menu in French; Service charge printed at the bottom; Paper menu with lamination,Zander 679,,,,La Medina ,,Moroccan Dirham,Dh,complete,2,10,8.0
9541,27007,,Southern Pacific,dinner,RAILROAD,Southern Pacific,8 1/2 x 5 1/2 in. fold. ; ill.,,"Event : ""1941 Islam Temple Grand De Luxe Land Cruise to Mexico."" Illustration : Mission San Xavier near Tuscon. Illustrious potentate : Henry F. Boyen.",Soete 15,,,1941-09-20,Southern Pacific,,,,complete,4,18,8.0
9542,27008,,Southern Pacific,dinner,RAILROAD,Southern Pacific,8 x 5 1/2 in. fold. ; ill.,,Manager : Harry A. Butler. ,Soete 19,,,1938-01-01,Southern Pacific,,Dollars,$,complete,4,122,8.0 x 5.0
9543,27009,,Southern Pacific,dinner,RAILROAD,Southern Pacific,8 1/2 x 5 1/2 in. fold. ; ill.,,"Menu title : The San Francisco Challenger. Manager : Harry A. Butler. Includes color insert : ""Economy Plate Dinner."" Illustration : Hotel Playa de Cortes, The Desert Resort By the Sea. ",Soete 18,,,1941-01-01,Southern Pacific,,Dollars,$,complete,4,87,8.0
9544,27010,,Southern Pacific,supper,RAILROAD,Southern Pacific,8 x 5 1/2 in. fold. ; ill.,,"Manager : Harry A. Butler. Includes ""supper select"" and a la carte service options.",Soete 22,,,1938-01-01,Southern Pacific,,Dollars,$,complete,4,105,8.0 x 5.0
9545,27011,,Musicians Mutual Protective Union of San Francisco,reception and banquet,,,8 x 5 in. fold. ; ill.,COMPLIMENTARY/TESTIMONIAL,"Souvenir menu. Event : ""Tendered by the Musicians Mutual Protective Union...to its President Eugene E. Schmitz in honor of his Election as Mayor of San Francisco..."" Portrait illustration. Includes insert of duplicate menu.",Soete 30,,,,Musicians Mutual Protective Union Of San Francisco,,Dollars,$,complete,5,28,8.0 x 5.0
9546,27012,,Advertising Club and The Downtown Association,dinner,HOTEL,The Palace Hotel,8 x 5 in. fold. ; ill.,,"Note : ""Complimentary dinner to the Century of Commerce..."" Illustration : Telegraph Hill Observatory, San Francisco. ""Menu compiled and donated by the Walter J. Mann Co., Photo-engravers. Assisted by Mrs. Helen Van Sicklen, of the Society of California P",Soete 37,,,1912-09-11,Advertising Club And The Downtown Association,,,,complete,4,26,8.0 x 5.0
9547,27013,,San Francisco Overland Limited,beverage list,RAILROAD,San Francisco Overland Limited,7 x 5 in. fold. ; ill. col.,,Illustration depicts procession of covered wagons.,Soete 112,,,,San Francisco Overland Limited,,Dollars,$,complete,3,53,7.0 x 5.0
9548,27014,,Unkown,,FOREIGN,,4 x 2 1/2 in. fold. ; ill.,"OTHER,Travel","Handwritten menu inscribed ""Mrs. Nixon."" Bound in gold foil. Includes photograph of unknown origin, most likely South Pacific.",Soete 60,,,1940-12-26,Unknown,,,,complete,4,12,4.0 x 2.0
9549,27015,,Missouri Pacific Lines,dinner,RAILROAD,"Dining Car, Missouri Pacific Lines",8 x 6 1/2 in.,,"""66th Annual Pilgrimage, Imperial Council Session A. A. O. N. M. S., Al Malaikah Temple."" ",Soete 124,,,1940-06-16,Missouri Pacific Lines,,Dollars,$,complete,4,73,8.0 x 6.0
9550,27016,,The Milwaukee Road,breakfast,RAILROAD,"Dining Car, The Milwaukee Road",10 x 7 in. fold. ; ill.,,"Photographic illustration : Lily Meadows, Mt. Rainier National Park. Includes ""Club Breakfast"" combination options. Superintendent Dining Cars : Wm. Dolphin. Passenger Traffic Manager : F. N. Hicks. ",Soete 125,,,1938-01-01,The Milwaukee Road,,Dollars,$,complete,4,120,10.0 x 7.0
9551,27017,,"Boston & Albany Railroad , New York Central System",breakfast,RAILROAD,,9 1/2 x 6 in. fold. ; ill.,,"Illustration : ""The Captivating New England Shores from a Painting by Leslie Ragan."" Manager Dining Service : B. J. Bohlender ",Soete 135,,,1941-02-01,"Boston & Albany Railroad , New York Central System",,Dollars,$,complete,3,147,9.0
9552,27018,,Forbidden City,daily menu,RESTAURANT,Forbidden City,11 1/2 x 9 in. fold. ; ill.,,Chinese restaurant menu. Includes American and Chinese menus.,Soete 67,,,,Forbidden City,,Dollars,$,complete,6,81,11.0
9553,27019,,The Mandarin,lunch,RESTAURANT,"The Mandarin, Garfield 6464",10 x 6 1/2 in. ,,"Chinese restaurant menu. ""Special Luncheon"" attached.",Soete 69,,,1924-09-27,The Mandarin,,Dollars,$,complete,2,132,10.0 x 6.0
9554,27020,,[New York Central System],beverages,RAILROAD,Dining Car,9 x 6 in. ,,Manager Dining Car Service : B. J. Bohlender.,Soete 150,,,,[New York Central System],,Dollars,$,complete,3,62,9.0 x 6.0
9555,27021,,New York Central System,daily menu,RAILROAD,,9 1/2 x 6 in. ; ill.,,"Illustration : Trylon and Perisphere Theme Center, New York World's Fair 1939. Insert : ""Today's Specials.""",Soete 152,,,1939-01-01,New York Central System,,Dollars,$,complete,5,155,9.0
9556,27022,,"The Chief, Fred Harvey",dinner,RAILROAD,Dining Car,9 x 6 in. fold. ,,,Soete 153,,,,"The Chief, Fred Harvey",,Dollars,$,complete,3,85,9.0 x 6.0
9557,27023,,Ruby Foo's Sun Dial,daily menu,RESTAURANT,Ruby Foo's Sun Dial,12 1/2 x 9 1/2 in. fold. ,,"""New York World's Fair...Located at the Perisphere."" Includes insert of menu ""Suggestions."" ",Soete 94,,,1939-01-01,Ruby Foo's Sun Dial,,Dollars,$,complete,4,195,12.0
9558,27024,,"The California Limited, Fred Harvey",breakfast,RAILROAD,Dining Car,9 x 6 in. fold. ,,Includes a la carte and table d'hote menu options.,Soete 156,,,,"The California Limited, Fred Harvey",,Dollars,$,complete,3,69,9.0 x 6.0
9559,27025,,"Chicagoan, Kansas Cityan",breakfast,RAILROAD,,9 x 6 in. ,,Includes a la carte and table d'hote menu options.  Insert : Specials.,Soete 160,,,1948-10-28,"Chicagoan, Kansas Cityan",,Dollars,$,complete,5,119,9.0 x 6.0
9560,27026,,"Chicagoan, Kansas Cityan",dinner,RAILROAD,"Dining Car, Fred Harvey",9 x 6 in. ,,Includes a la carte and table d'hote menu options. ,Soete 161,,,1941-11-11,"Chicagoan, Kansas Cityan",,Dollars,$,complete,4,70,9.0 x 6.0
